unit_number,cycle,T24,T30,T50,P30,Ps30,phi,BPR,W31,W32
1.0,22.0,549.5800170898438,1352.72998046875,1129.4300537109375,138.7899932861328,42.0099983215332,130.7899932861328,9.358699798583984,10.579999923706055,6.424099922180176
1.0,23.0,549.4400024414062,1347.469970703125,1126.300048828125,138.5500030517578,41.970001220703125,130.47999572753906,9.339799880981445,10.5600004196167,6.430799961090088
1.0,24.0,550.1799926757812,1352.8199462890625,1127.9200439453125,138.2100067138672,42.029998779296875,130.1699981689453,9.38070011138916,10.479999542236328,6.359799861907959
1.0,25.0,549.4199829101562,1350.3199462890625,1122.43994140625,139.02000427246094,42.25,130.72999572753906,9.347999572753906,10.550000190734863,6.492300033569336
1.0,26.0,549.3599853515625,1357.4200439453125,1125.1500244140625,138.67999267578125,42.15999984741211,130.4199981689453,9.370400428771973,10.619999885559082,6.344799995422363
1.0,27.0,537.010009765625,1263.2099609375,1048.030029296875,176.0500030517578,36.77000045776367,164.3000030517578,10.907699584960938,14.270000457763672,8.600500106811523
1.0,28.0,643.0399780273438,1589.280029296875,1403.5,554.0800170898438,47.650001525878906,521.1699829101562,8.487099647521973,38.93000030517578,23.218399047851562
1.0,29.0,642.47998046875,1599.7900390625,1415.6800537109375,553.489990234375,47.33000183105469,521.3300170898438,8.454500198364258,38.72999954223633,23.171300888061523
1.0,30.0,607.780029296875,1485.68994140625,1244.780029296875,334.5299987792969,44.349998474121094,314.9200134277344,9.237199783325195,24.43000030517578,14.683199882507324
1.0,31.0,605.1300048828125,1504.8499755859375,1310.93994140625,394.19000244140625,45.40999984741211,371.2799987792969,8.627599716186523,28.5,17.082500457763672
1.0,32.0,604.6900024414062,1509.9300537109375,1317.199951171875,394.2099914550781,45.31999969482422,372.0,8.655799865722656,28.649999618530273,17.23550033569336
1.0,33.0,643.1300048828125,1583.81005859375,1404.97998046875,553.5499877929688,47.61000061035156,521.5499877929688,8.441100120544434,39.0099983215332,23.293500900268555
1.0,34.0,642.239990234375,1587.0400390625,1406.719970703125,553.5999755859375,47.56999969482422,521.1500244140625,8.419599533081055,39.02000045776367,23.299699783325195
1.0,35.0,605.25,1504.22998046875,1306.6300048828125,394.239990234375,45.47999954223633,371.3500061035156,8.656599998474121,28.739999771118164,17.1825008392334
1.0,36.0,536.9500122070312,1271.1600341796875,1051.6199951171875,175.6699981689453,36.90999984741211,164.61000061035156,10.881699562072754,14.25,8.669699668884277
1.0,37.0,604.8400268554688,1500.8599853515625,1311.0,394.30999755859375,45.40999984741211,371.3399963378906,8.653599739074707,28.399999618530273,17.193700790405273
1.0,38.0,536.760009765625,1261.6400146484375,1045.93994140625,176.00999450683594,36.81999969482422,164.32000732421875,10.905400276184082,14.229999542236328,8.558099746704102
1.0,39.0,536.6599731445312,1267.6600341796875,1057.6600341796875,176.02999877929688,36.56999969482422,164.19000244140625,10.93179988861084,14.4399995803833,8.620499610900879
1.0,40.0,605.1699829101562,1505.0899658203125,1312.969970703125,394.3699951171875,45.56999969482422,371.1600036621094,8.637299537658691,28.549999237060547,17.093599319458008
1.0,41.0,536.739990234375,1261.81005859375,1048.780029296875,175.75999450683594,36.95000076293945,164.97000122070312,10.899800300598145,14.369999885559082,8.543299674987793
1.0,42.0,555.3400268554688,1365.1400146484375,1136.449951171875,194.8800048828125,41.900001525878906,182.74000549316406,9.376899719238281,14.65999984741211,8.87399959564209
1.0,43.0,549.780029296875,1350.280029296875,1127.5899658203125,138.8800048828125,41.95000076293945,131.44000244140625,9.374500274658203,10.579999923706055,6.383900165557861
1.0,44.0,642.5700073242188,1582.9000244140625,1405.219970703125,552.969970703125,47.650001525878906,521.6300048828125,8.463500022888184,38.810001373291016,23.27039909362793
1.0,45.0,555.280029296875,1370.219970703125,1129.0400390625,194.41000366210938,41.90999984741211,182.6699981689453,9.35770034790039,14.819999694824219,9.0246000289917
1.0,46.0,549.4400024414062,1354.8499755859375,1125.949951171875,138.16000366210938,42.150001525878906,130.89999389648438,9.371700286865234,10.630000114440918,6.349800109863281
1.0,47.0,605.010009765625,1500.0799560546875,1309.6500244140625,394.0899963378906,45.52000045776367,371.2699890136719,8.639399528503418,28.56999969482422,17.14889907836914
1.0,48.0,643.260009765625,1588.5799560546875,1402.510009765625,552.6099853515625,47.540000915527344,521.5,8.43179988861084,38.88999938964844,23.346399307250977
1.0,49.0,549.9299926757812,1354.550048828125,1132.5,138.80999755859375,42.11000061035156,130.1199951171875,9.374899864196777,10.4399995803833,6.436200141906738
1.0,50.0,554.8900146484375,1369.47998046875,1126.9599609375,195.16000366210938,41.93000030517578,182.99000549316406,9.318599700927734,14.850000381469727,8.993399620056152
1.0,51.0,536.75,1263.030029296875,1051.8499755859375,175.0500030517578,36.630001068115234,164.4199981689453,10.893400192260742,14.220000267028809,8.602700233459473
1.0,52.0,549.8599853515625,1354.4100341796875,1129.3900146484375,138.47000122070312,42.040000915527344,130.75999450683594,9.378899574279785,10.529999732971191,6.336400032043457
1.0,53.0,605.0499877929688,1501.8199462890625,1311.22998046875,394.67999267578125,45.290000915527344,371.260009765625,8.641200065612793,28.489999771118164,17.108699798583984
1.0,54.0,642.8200073242188,1587.1500244140625,1399.8499755859375,552.8599853515625,47.63999938964844,521.5599975585938,8.429699897766113,38.880001068115234,23.253999710083008
1.0,55.0,642.9099731445312,1587.27001953125,1404.6700439453125,553.6099853515625,47.52000045776367,521.0599975585938,8.501299858093262,38.86000061035156,23.277700424194336
1.0,56.0,549.510009765625,1345.5799560546875,1135.739990234375,138.52000427246094,42.22999954223633,130.2899932861328,9.386799812316895,10.59000015258789,6.442699909210205
1.0,57.0,606.6500244140625,1486.47998046875,1255.6700439453125,334.7699890136719,44.400001525878906,314.3900146484375,9.240699768066406,24.68000030517578,14.612199783325195
1.0,58.0,555.5800170898438,1371.010009765625,1133.1500244140625,193.74000549316406,42.060001373291016,182.41000366210938,9.319299697875977,14.729999542236328,8.863499641418457
1.0,59.0,549.3599853515625,1352.9200439453125,1125.0899658203125,138.72999572753906,42.20000076293945,130.35000610351562,9.368000030517578,10.449999809265137,6.349100112915039
1.0,60.0,537.030029296875,1262.68994140625,1047.52001953125,175.0,36.7400016784668,164.32000732421875,10.884300231933594,14.3100004196167,8.656700134277344
1.0,61.0,607.510009765625,1481.6099853515625,1253.0999755859375,334.3299865722656,44.470001220703125,315.1400146484375,9.24120044708252,24.530000686645508,14.699799537658691
1.0,62.0,643.239990234375,1591.4599609375,1405.31005859375,553.3400268554688,47.540000915527344,521.8300170898438,8.442399978637695,38.83000183105469,23.199399948120117
1.0,63.0,550.0999755859375,1355.1700439453125,1123.5400390625,138.41000366210938,42.27000045776367,130.9600067138672,9.362000465393066,10.359999656677246,6.385200023651123
1.0,64.0,555.7100219726562,1359.1700439453125,1129.989990234375,193.77999877929688,42.20000076293945,183.3699951171875,9.327699661254883,14.760000228881836,8.881199836730957
1.0,65.0,642.6199951171875,1596.6199951171875,1404.6500244140625,553.4199829101562,47.54999923706055,521.0,8.455400466918945,38.72999954223633,23.12529945373535
1.0,66.0,555.5499877929688,1371.449951171875,1128.9599609375,194.4499969482422,42.25,182.97999572753906,9.333100318908691,14.920000076293945,8.890700340270996
1.0,67.0,605.010009765625,1504.3399658203125,1311.1300048828125,392.95001220703125,45.63999938964844,371.0899963378906,8.667499542236328,28.469999313354492,17.132099151611328
1.0,68.0,642.8800048828125,1586.739990234375,1409.0999755859375,554.0800170898438,47.58000183105469,521.510009765625,8.477999687194824,38.900001525878906,23.260900497436523
1.0,69.0,642.47998046875,1591.9000244140625,1409.8499755859375,552.8200073242188,47.630001068115234,521.4299926757812,8.44279956817627,38.900001525878906,23.297500610351562
1.0,70.0,549.9099731445312,1352.2099609375,1125.0,139.42999267578125,42.040000915527344,130.6699981689453,9.392600059509277,10.529999732971191,6.400199890136719
1.0,71.0,607.4400024414062,1482.1700439453125,1253.3299560546875,334.5299987792969,44.5,314.82000732421875,9.234600067138672,24.399999618530273,14.655900001525879
1.0,72.0,536.9600219726562,1260.81005859375,1040.989990234375,175.52000427246094,36.91999816894531,164.35000610351562,10.867799758911133,14.239999771118164,8.668899536132812
1.0,73.0,536.5700073242188,1260.77001953125,1050.4200439453125,176.3000030517578,36.849998474121094,164.9499969482422,10.881500244140625,14.15999984741211,8.602499961853027
1.0,74.0,607.1599731445312,1485.050048828125,1253.1199951171875,334.0899963378906,44.36000061035156,314.489990234375,9.248700141906738,24.329999923706055,14.689000129699707
1.0,75.0,536.4299926757812,1258.22998046875,1049.25,175.1300048828125,36.810001373291016,164.4600067138672,10.894000053405762,14.1899995803833,8.57610034942627
1.0,76.0,537.02001953125,1268.699951171875,1049.7099609375,176.0500030517578,36.810001373291016,164.0500030517578,10.903499603271484,14.199999809265137,8.604299545288086
1.0,77.0,549.989990234375,1356.6500244140625,1129.010009765625,137.8000030517578,42.06999969482422,130.41000366210938,9.357099533081055,10.59000015258789,6.4278998374938965
1.0,78.0,536.4099731445312,1262.699951171875,1048.6300048828125,175.1999969482422,36.709999084472656,164.52999877929688,10.913100242614746,14.149999618530273,8.559900283813477
1.0,79.0,549.7000122070312,1354.7099609375,1120.300048828125,138.7899932861328,42.150001525878906,130.6300048828125,9.385100364685059,10.710000038146973,6.377900123596191
1.0,80.0,549.3900146484375,1362.3599853515625,1135.780029296875,138.94000244140625,42.189998626708984,130.11000061035156,9.423700332641602,10.609999656677246,6.427599906921387
1.0,81.0,607.6099853515625,1491.72998046875,1263.489990234375,335.0400085449219,44.52000045776367,314.3900146484375,9.241100311279297,24.450000762939453,14.658599853515625
1.0,82.0,643.260009765625,1588.989990234375,1407.969970703125,552.8499755859375,47.84000015258789,521.02001953125,8.434200286865234,38.630001068115234,23.21269989013672
1.0,83.0,549.1099853515625,1352.6600341796875,1135.1800537109375,138.1699981689453,42.06999969482422,130.25,9.391900062561035,10.390000343322754,6.265500068664551
1.0,84.0,549.6500244140625,1352.6600341796875,1134.4599609375,138.3000030517578,42.2599983215332,130.72999572753906,9.377900123596191,10.640000343322754,6.457399845123291
1.0,85.0,642.739990234375,1587.8199462890625,1409.1199951171875,553.47998046875,47.68000030517578,521.219970703125,8.449399948120117,38.880001068115234,23.278099060058594
1.0,86.0,549.22998046875,1357.31005859375,1129.9000244140625,138.08999633789062,42.099998474121094,130.2100067138672,9.393400192260742,10.579999923706055,6.294300079345703
1.0,87.0,549.9199829101562,1353.1500244140625,1123.530029296875,138.61000061035156,42.29999923706055,130.27999877929688,9.354499816894531,10.489999771118164,6.343599796295166
1.0,88.0,555.6199951171875,1368.0899658203125,1125.300048828125,194.0,42.099998474121094,182.75999450683594,9.383000373840332,14.609999656677246,8.889300346374512
1.0,89.0,605.25,1504.6400146484375,1312.9599609375,393.9700012207031,45.650001525878906,371.25,8.65149974822998,28.719999313354492,17.15239906311035
1.0,90.0,642.9500122070312,1588.97998046875,1409.6099853515625,553.3099975585938,47.61000061035156,520.9000244140625,8.445099830627441,38.7400016784668,23.163299560546875
1.0,91.0,536.989990234375,1266.8199462890625,1051.8699951171875,175.02000427246094,36.970001220703125,165.07000732421875,10.923100471496582,14.170000076293945,8.593700408935547
1.0,92.0,548.989990234375,1352.8900146484375,1137.5,138.5800018310547,42.2599983215332,130.61000061035156,9.374300003051758,10.539999961853027,6.376299858093262
1.0,93.0,608.0,1486.5999755859375,1260.3900146484375,334.760009765625,44.58000183105469,314.6199951171875,9.245499610900879,24.43000030517578,14.686400413513184
1.0,94.0,550.0999755859375,1353.1700439453125,1126.6800537109375,139.02000427246094,42.11000061035156,129.6300048828125,9.435999870300293,10.670000076293945,6.351099967956543
1.0,95.0,555.6400146484375,1369.5699462890625,1136.489990234375,193.8699951171875,42.0,182.3699951171875,9.364899635314941,14.800000190734863,8.871600151062012
1.0,96.0,549.6500244140625,1358.3699951171875,1125.3800048828125,139.0,42.20000076293945,130.49000549316406,9.398099899291992,10.489999771118164,6.34689998626709
1.0,97.0,549.4299926757812,1354.8599853515625,1127.43994140625,138.91000366210938,42.38999938964844,130.44000244140625,9.3681001663208,10.75,6.34089994430542
1.0,98.0,643.260009765625,1593.4300537109375,1409.77001953125,553.1900024414062,47.4900016784668,521.219970703125,8.458700180053711,38.619998931884766,23.302499771118164
1.0,99.0,604.969970703125,1501.18994140625,1309.550048828125,393.79998779296875,45.619998931884766,371.04998779296875,8.663599967956543,28.530000686645508,17.114500045776367
1.0,100.0,607.5999755859375,1488.4300537109375,1259.1099853515625,333.8500061035156,44.83000183105469,314.1700134277344,9.24899959564209,24.510000228881836,14.674200057983398
1.0,101.0,549.989990234375,1349.47998046875,1135.3800048828125,138.3699951171875,42.189998626708984,130.44000244140625,9.384200096130371,10.5,6.403800010681152
1.0,102.0,555.9000244140625,1376.6600341796875,1139.31005859375,194.1999969482422,42.189998626708984,182.22000122070312,9.35949993133545,14.859999656677246,8.852299690246582
1.0,103.0,607.3200073242188,1495.8900146484375,1258.3599853515625,334.3800048828125,44.5099983215332,314.2300109863281,9.248800277709961,24.219999313354492,14.740500450134277
1.0,104.0,556.2899780273438,1362.75,1129.449951171875,194.4199981689453,42.130001068115234,182.9199981689453,9.365500450134277,14.8100004196167,8.92650032043457
1.0,105.0,607.0399780273438,1487.93994140625,1261.0799560546875,334.6600036621094,44.709999084472656,314.1600036621094,9.258000373840332,24.3700008392334,14.5177001953125
1.0,106.0,643.1199951171875,1590.3800048828125,1414.449951171875,552.969970703125,47.650001525878906,520.52001953125,8.455599784851074,38.68000030517578,23.254199981689453
1.0,107.0,555.8499755859375,1365.699951171875,1139.2099609375,193.72000122070312,42.099998474121094,183.02000427246094,9.38379955291748,14.850000381469727,8.996700286865234
1.0,108.0,550.0900268554688,1362.3399658203125,1133.9200439453125,137.57000732421875,42.25,130.72999572753906,9.38290023803711,10.420000076293945,6.399899959564209
1.0,109.0,549.8800048828125,1360.260009765625,1137.949951171875,138.14999389648438,42.31999969482422,130.97000122070312,9.371199607849121,10.470000267028809,6.374199867248535
1.0,110.0,607.7899780273438,1489.5999755859375,1267.1300048828125,333.739990234375,44.56999969482422,314.5299987792969,9.248100280761719,24.299999237060547,14.640600204467773
1.0,111.0,643.25,1595.9599609375,1419.2099609375,552.6300048828125,47.84000015258789,520.6500244140625,8.4483003616333,38.470001220703125,23.197399139404297
1.0,112.0,549.9099731445312,1360.02001953125,1137.8900146484375,138.52999877929688,42.349998474121094,130.77000427246094,9.415399551391602,10.640000343322754,6.405300140380859
1.0,113.0,642.5999755859375,1592.72998046875,1418.5799560546875,552.22998046875,47.66999816894531,520.4500122070312,8.45460033416748,38.7400016784668,23.200000762939453
1.0,114.0,556.0700073242188,1364.280029296875,1136.489990234375,194.17999267578125,42.279998779296875,182.57000732421875,9.33080005645752,14.779999732971191,8.780599594116211
1.0,115.0,608.280029296875,1481.5699462890625,1267.6099853515625,333.010009765625,44.619998931884766,314.6300048828125,9.303899765014648,24.200000762939453,14.530200004577637
1.0,116.0,536.469970703125,1267.5799560546875,1058.31005859375,174.6199951171875,36.86000061035156,164.8699951171875,10.924200057983398,14.0600004196167,8.70419979095459
1.0,117.0,536.52001953125,1263.31005859375,1048.6600341796875,175.3300018310547,37.0099983215332,164.11000061035156,10.95199966430664,14.220000267028809,8.517900466918945
1.0,118.0,555.760009765625,1373.3699951171875,1140.4300537109375,194.35000610351562,42.209999084472656,182.8800048828125,9.387499809265137,14.829999923706055,8.924200057983398
1.0,119.0,537.2899780273438,1266.530029296875,1061.969970703125,175.00999450683594,36.849998474121094,164.8699951171875,10.906800270080566,14.3100004196167,8.59529972076416
1.0,120.0,555.989990234375,1369.6500244140625,1144.4100341796875,193.67999267578125,42.439998626708984,182.3800048828125,9.374899864196777,14.789999961853027,8.836600303649902
1.0,121.0,605.219970703125,1509.780029296875,1308.6400146484375,393.3900146484375,45.709999084472656,370.989990234375,8.722299575805664,28.510000228881836,17.075899124145508
1.0,122.0,643.1199951171875,1597.9100341796875,1422.4000244140625,552.4400024414062,47.790000915527344,520.0999755859375,8.473099708557129,38.90999984741211,23.278799057006836
1.0,123.0,607.8400268554688,1491.050048828125,1257.2099609375,334.8800048828125,44.91999816894531,314.3699951171875,9.305399894714355,24.549999237060547,14.612899780273438
1.0,124.0,550.1199951171875,1356.969970703125,1139.010009765625,137.97000122070312,42.369998931884766,129.89999389648438,9.415800094604492,10.649999618530273,6.257900238037109
1.0,125.0,549.8599853515625,1354.219970703125,1135.6400146484375,138.58999633789062,42.38999938964844,129.49000549316406,9.422100067138672,10.399999618530273,6.302599906921387
1.0,126.0,605.5800170898438,1513.219970703125,1330.3900146484375,393.6600036621094,45.7599983215332,370.45001220703125,8.711600303649902,28.420000076293945,17.103099822998047
1.0,127.0,605.0,1515.550048828125,1315.4000244140625,393.55999755859375,45.86000061035156,371.1099853515625,8.724800109863281,28.309999465942383,17.015100479125977
1.0,128.0,643.0700073242188,1607.030029296875,1429.4000244140625,552.2999877929688,47.959999084472656,520.6300048828125,8.494799613952637,38.689998626708984,23.134700775146484
1.0,129.0,605.8099975585938,1505.050048828125,1320.719970703125,393.5199890136719,45.810001373291016,371.2200012207031,8.715299606323242,28.229999542236328,17.087400436401367
1.0,130.0,550.3099975585938,1365.0899658203125,1135.81005859375,138.1199951171875,42.52000045776367,130.1199951171875,9.407400131225586,10.529999732971191,6.319499969482422
1.0,131.0,537.4500122070312,1265.449951171875,1055.0699462890625,175.08999633789062,37.16999816894531,164.13999938964844,10.94950008392334,13.930000305175781,8.45110034942627
1.0,132.0,608.1699829101562,1498.800048828125,1265.9300537109375,333.5899963378906,44.91999816894531,314.6199951171875,9.328499794006348,24.200000762939453,14.608599662780762
1.0,133.0,549.9000244140625,1358.5,1131.5,138.1999969482422,42.45000076293945,130.02000427246094,9.447799682617188,10.510000228881836,6.280700206756592
1.0,134.0,556.739990234375,1367.9300537109375,1137.1600341796875,193.88999938964844,42.5,182.91000366210938,9.402000427246094,14.920000076293945,8.745400428771973
1.0,135.0,605.7899780273438,1505.3299560546875,1323.97998046875,393.739990234375,45.939998626708984,370.32000732421875,8.748299598693848,28.3799991607666,16.929000854492188
1.0,136.0,608.469970703125,1499.760009765625,1262.280029296875,333.3699951171875,44.7400016784668,313.7300109863281,9.302599906921387,24.559999465942383,14.47070026397705
1.0,137.0,607.8900146484375,1487.050048828125,1265.489990234375,334.04998779296875,44.7400016784668,313.7200012207031,9.285499572753906,24.200000762939453,14.608400344848633
1.0,138.0,605.3900146484375,1517.510009765625,1325.31005859375,393.489990234375,45.869998931884766,370.44000244140625,8.752900123596191,28.299999237060547,17.050100326538086
1.0,139.0,549.8800048828125,1361.6099853515625,1139.52001953125,138.5399932861328,42.65999984741211,129.50999450683594,9.466400146484375,10.520000457763672,6.259300231933594
1.0,140.0,556.3599853515625,1376.0699462890625,1139.3499755859375,194.97999572753906,42.43000030517578,182.9499969482422,9.397000312805176,14.680000305175781,8.795299530029297
1.0,141.0,556.3300170898438,1375.949951171875,1144.2099609375,193.8000030517578,42.540000915527344,182.6699981689453,9.444100379943848,14.609999656677246,8.961600303649902
1.0,142.0,608.280029296875,1497.31005859375,1270.9100341796875,333.3500061035156,44.9900016784668,314.2799987792969,9.27810001373291,24.1299991607666,14.652400016784668
1.0,143.0,556.5599975585938,1374.0799560546875,1145.4200439453125,194.1199951171875,42.43000030517578,182.57000732421875,9.425399780273438,14.710000038146973,8.913299560546875
1.0,144.0,643.02001953125,1601.9100341796875,1429.4300537109375,551.9199829101562,48.09000015258789,520.239990234375,8.509200096130371,38.27000045776367,23.123600006103516
1.0,145.0,556.5900268554688,1376.18994140625,1152.0400390625,193.0500030517578,42.400001525878906,182.61000061035156,9.418899536132812,14.720000267028809,8.824000358581543
1.0,146.0,605.9400024414062,1511.9200439453125,1326.5,393.17999267578125,46.18000030517578,370.5199890136719,8.73449993133545,28.15999984741211,16.99839973449707
1.0,147.0,537.5,1268.6199951171875,1057.8800048828125,174.77000427246094,37.40999984741211,164.55999755859375,10.976400375366211,14.34000015258789,8.447600364685059
1.0,148.0,643.72998046875,1605.3299560546875,1425.760009765625,551.6900024414062,48.06999969482422,519.760009765625,8.52400016784668,38.54999923706055,23.00790023803711
1.0,149.0,550.489990234375,1366.010009765625,1149.81005859375,137.75999450683594,42.77000045776367,129.5500030517578,9.476499557495117,10.449999809265137,6.228499889373779
2.0,1.0,642.0399780273438,1588.9100341796875,1404.300048828125,552.7999877929688,47.36000061035156,521.3800048828125,8.428500175476074,38.880001068115234,23.23259925842285
2.0,2.0,556.1300048828125,1363.81005859375,1124.699951171875,194.6199951171875,42.0099983215332,183.05999755859375,9.333200454711914,14.859999656677246,8.905200004577637
2.0,3.0,642.760009765625,1588.030029296875,1407.72998046875,553.1300048828125,47.38999938964844,521.9099731445312,8.427300453186035,38.72999954223633,23.216899871826172
2.0,4.0,549.9600219726562,1348.3599853515625,1122.030029296875,138.7899932861328,41.88999938964844,130.11000061035156,9.348899841308594,10.680000305175781,6.4105000495910645
2.0,5.0,642.2100219726562,1586.6700439453125,1407.0400390625,553.8599853515625,47.400001525878906,521.47998046875,8.424200057983398,39.029998779296875,23.40839958190918
2.0,6.0,607.1099853515625,1481.719970703125,1248.7099609375,335.20001220703125,44.470001220703125,315.3699951171875,9.236200332641602,24.40999984741211,14.668700218200684
2.0,7.0,604.8599853515625,1505.3499755859375,1310.27001953125,394.1000061035156,45.279998779296875,371.4700012207031,8.666999816894531,28.610000610351562,17.167499542236328
2.0,8.0,642.3099975585938,1581.989990234375,1405.719970703125,554.9199829101562,47.400001525878906,521.72998046875,8.418700218200684,39.0,23.41710090637207
2.0,9.0,604.8099975585938,1495.56005859375,1305.3900146484375,394.8699951171875,45.34000015258789,371.7799987792969,8.67710018157959,28.690000534057617,17.178600311279297
2.0,10.0,536.8699951171875,1263.72998046875,1044.969970703125,175.77999877929688,36.709999084472656,164.47000122070312,10.892399787902832,14.279999732971191,8.508000373840332
2.0,11.0,604.4000244140625,1496.1500244140625,1307.8199462890625,394.6499938964844,45.40999984741211,371.4599914550781,8.681300163269043,28.559999465942383,17.26140022277832
2.0,12.0,549.4400024414062,1354.31005859375,1127.5400390625,139.22000122070312,42.04999923706055,130.4499969482422,9.334400177001953,10.630000114440918,6.238900184631348
2.0,13.0,549.7000122070312,1349.5,1126.3699951171875,139.1699981689453,42.09000015258789,130.52999877929688,9.357500076293945,10.5,6.370200157165527
2.0,14.0,642.1900024414062,1584.739990234375,1400.4599609375,553.219970703125,47.470001220703125,521.5700073242188,8.436599731445312,39.06999969482422,23.41230010986328
2.0,15.0,549.25,1350.469970703125,1129.3800048828125,139.19000244140625,42.029998779296875,130.74000549316406,9.348199844360352,10.510000228881836,6.3607001304626465
2.0,16.0,642.0499877929688,1584.1800537109375,1402.8499755859375,553.8400268554688,47.380001068115234,521.3800048828125,8.466699600219727,38.939998626708984,23.333499908447266
2.0,17.0,604.0399780273438,1497.06005859375,1313.280029296875,394.2699890136719,45.40999984741211,371.70001220703125,8.680399894714355,28.6299991607666,17.01449966430664
2.0,18.0,549.75,1353.6800537109375,1122.27001953125,138.9499969482422,41.86000061035156,130.61000061035156,9.382599830627441,10.640000343322754,6.4293999671936035
2.0,19.0,556.1500244140625,1369.510009765625,1130.2900390625,194.61000061035156,41.86000061035156,182.9600067138672,9.325900077819824,14.75,8.939399719238281
2.0,20.0,556.010009765625,1366.1500244140625,1124.31005859375,194.35000610351562,41.900001525878906,183.08999633789062,9.329999923706055,14.890000343322754,8.757100105285645
2.0,21.0,549.22998046875,1351.489990234375,1123.5999755859375,139.02999877929688,42.0,131.02999877929688,9.353799819946289,10.630000114440918,6.398099899291992
2.0,22.0,548.9400024414062,1350.1500244140625,1126.43994140625,138.82000732421875,42.18000030517578,130.86000061035156,9.38640022277832,10.649999618530273,6.3242998123168945
2.0,23.0,556.0599975585938,1362.6800537109375,1122.25,194.38999938964844,41.88999938964844,183.07000732421875,9.318099975585938,14.9399995803833,8.903900146484375
2.0,24.0,607.1500244140625,1482.6800537109375,1250.300048828125,335.5799865722656,44.4900016784668,314.8599853515625,9.230400085449219,24.6200008392334,14.68529987335205
2.0,25.0,549.22998046875,1350.5999755859375,1123.760009765625,138.69000244140625,42.060001373291016,130.44000244140625,9.381400108337402,10.579999923706055,6.43720006942749
2.0,26.0,549.7999877929688,1359.010009765625,1125.52001953125,138.47000122070312,41.84000015258789,130.30999755859375,9.371999740600586,10.670000076293945,6.355599880218506
